listing_name,categories,seniority,required_skills
 Mid DevOps / Cloud AWS Engineer ,"[' DevOps ', ' AWS ']", Mid ,"[' AWS ', ' Python ', ' CI/CD ', ' Kubernetes ', ' DevOps ', ' Java ', ' C ', ' C++ ', ' Docker ', ' CI/CD Pipelines ', ' Azure ', ' GCP ', ' Windows ', ' Terraform ', ' CloudFormation ', ' Ansible ', ' Bash ', ' Perl ', ' Ruby ', ' Linux ']"
 Junior Web Developer (React/Django) ,"[' Fullstack ', ' Python ']", Junior ,"[' JavaScript ', ' Git ', ' Linux ', ' Python ', ' Bash ', ' AWK ', ' HTTP ', ' REST API ', ' React ', ' Webpack ', ' TypeScript ', ' Functional programming ']"
 Technical Data Steward  ,"[' Big Data ', ' Python ']", Mid ,"[' Python ', ' SQL ', ' Collibra ', ' BigQuery ', ' ETL ', ' Governance ', ' Data management ', ' Data governance ', ' Excel ']"
 Senior Python Developer ,"[' Backend ', ' Python ']", Senior ,"[' Python ', ' Django ', ' CI/CD ']"
 REMOTE DevOps Engineer - AWS/Azure ,"[' DevOps ', ' Jenkins ']"," Mid, Senior ","[' Jenkins ', ' Docker ', ' Kubernetes ', ' Python ', ' DevOps ', ' Azure ', ' AWS ', ' Ansible ', ' Go ', ' Bash ']"
 Senior Python Developer ,"[' Backend ', ' Python ']"," Mid, Senior ","[' Python ', ' Docker ', ' Azure ']"
 Senior Data Engineer ,[' Big Data '], Senior ,"[' ETL ', ' Snowflake ', ' Oracle ', ' AWS ', ' Kafka ', ' SQL ', ' Python ', ' Java ', ' Spark ']"
 DevOps Engineer ,"[' DevOps ', ' Python ']"," Mid, Senior ","[' Python ', ' Kubernetes ', ' Docker ', ' Bash ', ' Azure ', ' Java ']"
 Mid/Senior Python Backend Developer ,"[' Backend ', ' Python ']"," Mid, Senior ","[' Python ', ' Django ', ' Docker ', ' Git ', ' GitLab ', ' Celery ', ' PostgreSQL ', ' Conda ', ' scikit-learn ', ' OpenCV ', ' PyTorch ', ' Keras ', ' TensorFlow ']"
 Backend Python Developer ,"[' Backend ', ' Python ']"," Mid, Senior ","[' Python ', ' Bash ', ' AWS ', ' Docker ', ' Kubernetes ', ' Machine Learning ', ' AI ', ' Deep learning ', ' DevOps ']"
 Remote DevOps Engineer (AWS) ,"[' DevOps ', ' AWS ']", Senior ,"[' AWS ', ' DevOps ', ' Docker ', ' CSP ', ' Terraform ', ' CloudFormation ', ' Python ', ' Groovy ', ' Java ', ' Go ', ' Bash ', ' CI/CD Pipelines ', ' Jenkins ', ' CircleCI ', ' GoCD ', ' Autoscaling ', ' Ansible ', ' Progress Chef ', ' Puppet ', ' Helm ', ' TDD ', ' BDD ', ' Kubernetes ', ' Istio ', ' Cucumber ', ' Selenium ']"
 QA Engineer ,"[' Testing ', ' Python ']", Mid ,"[' Python ', ' Protocols ']"
 Solution Architect (RPA Developer)  ,"[' AI ', ' Azure ']", Senior ,"[' Azure ', ' OWASP ', ' Microservices ', ' REST API ', ' OAuth ', ' SAML ', ' Node.js ', ' Python ', ' JavaScript ', ' React ', ' MuleSoft ', ' MongoDB ', ' PostgreSQL ', ' Redis ', ' IBM ', ' Docker ', ' Swarm ', ' Git ', ' GitLab ', ' Jira ', ' Confluence ', ' Bash ', ' AWS ']"
 Full Stack Developer (Python + React) ,"[' Fullstack ', ' Python ']", Mid ,"[' Python ', ' React ', ' AWS ', ' pytest ', ' Data Visualization Libraries ', ' Plotly.js ', ' Chart.js ', ' Chartist.js ']"
 Senior Data Engineer ,"[' Big Data ', ' Python ']", Senior ,"[' Spark ', ' Python ', ' SQL ', ' Cloud ', ' Snowflake ', ' Airflow ', ' Docker ', ' dbt ', ' Hadoop ']"
 Python Software Engineer ,"[' Big Data ', ' Python ']"," Mid, Senior ","[' Python ', ' Big Data ', ' NoSQL ', ' SQL ', ' ORM ', ' KafkaMQ ', ' APIS ']"
 Senior Scala Developer ,"[' Backend ', ' Scala ']", Senior ,"[' Scala ', ' Spark ', ' Python ', ' Big Data ', ' Azure ']"
 BI Engineer ,"[' Big Data ', ' Python ']", Mid ,"[' Python ', ' Java ', ' SQL ', ' AWS ', ' Airflow ', ' dbt ', ' Looker ']"
 .NET Software Engineer ,"[' Backend ', ' .NET ']"," Mid, Senior ","[' .NET ', ' .NET CORE ', ' Python ', ' pandas ', ' NumPy ', ' AWS ']"
 DevOps Engineer ,"[' DevOps ', ' cloud ']", Mid ,"[' cloud ', ' Git ', ' CI/CD ', ' Python ', ' Flask ', ' Docker ', ' pandas ', ' Azure ', ' Jenkins ', ' AWS ', ' DevOps ']"
 Junior Cloud Data Engineer ,"[' Big Data ', ' Python ']", Junior ,"[' Python ', ' SQL ', ' Git ', ' Google Cloud Platform ', ' BigQuery ', ' PUB ', ' Terraform ']"
 Data Scientist Lead  ,"[' AI ', ' Python ']"," Senior, Expert ","[' Python ', ' Machine learning ', ' SQL ', ' Computer vision ', ' Forecasting ', ' Natural language processing ']"
 Azure Tech Lead   ,[' Business Intelligence '], Senior ,"[' Azure ', ' Data Engineering ', ' SQL ', ' ETL ', ' Python ', ' Azure Data Factory ', ' PySpark ', ' Azure Databricks ', ' ADLS ', ' Azure Synapse ', ' DWH ', ' CI/CD ', ' Cloud environment ', ' Proactivity ', ' Critical thinking ', ' Team Player ', ' Leadership and management skills ', ' DP-201 ', ' DP-203 ', ' AZ-400 ', ' Technical Leadership and Architecture ']"
 Junior IT Solution Architect ,[' Fullstack '], Junior ,"[' React ', ' Angular ', ' Java ', ' Node.js ', ' Python ', ' PHP ', ' Microservices ', ' DDD ', ' AWS ', ' DevOps ']"
 Data Engineer ,"[' Big Data ', ' Python ']", Mid ,"[' Python ', ' ETL ', ' Spark ', ' RDBMS ', ' PySpark ', ' SQL ', ' OOP ', ' Python and/or Scala ', ' Scala ', ' IaC ', ' Terraform ', ' Azure ']"
 Senior Data Engineer ,"[' AI ', ' Python ']", Senior ,"[' Python ', ' Git ', ' Unix ', ' Linux ', ' ETL ', ' Apache Spark ', ' Apache Airflow ', ' Azure ', ' Data engineering ', ' Docker ', ' Kubernetes ', ' PostgreSQL ', ' MS SQL ']"
 Middle/Senior Integration Engineer ,[' Support ']," Mid, Senior ","[' C# ', ' CI/CD ', ' Git ', ' Python ', ' SQL ', ' Azure ']"
 Data Reporting Engineer ,"[' Big Data ', ' SQL ']", Senior ,"[' SQL ', ' MS SQL ', ' Python ', ' ETL ', ' Excel ', ' VBA ', ' Airflow ', ' GCP ', ' Prometheus ', ' pandas ']"
 Junior Linux Engineer ,"[' Backend ', ' Python ']", Junior ,"[' JavaScript ', ' Git ', ' Linux ', ' Python ', ' Bash ', ' AWK ', ' HTTP ', ' REST API ', ' Webpack ', ' TypeScript ', ' Functional programming ']"
 Junior Network Administrator ,[' IT Administrator '], Junior ,"[' Linux ', ' TCP ', ' Bash ', ' PHP ', ' Python ', ' Cisco ', ' CCNA ', ' BGP ', ' DNS ']"
 QA Test Automation Engineer ,"[' Testing ', ' SQL ']", Senior ,"[' SQL ', ' AWS ', ' Git ', ' Python ', ' Hadoop ']"
 Senior Azure DevOps ,"[' DevOps ', ' Azure ']", Senior ,"[' Azure ', ' Load balancer ', ' Ansible ', ' Puppet ', ' IaaS ', ' SaaS ', ' API Gateway ', ' WAF ', ' Blob Storage ', ' Cosmos DB ', ' Azure Data ', ' Windows Server ', ' Progress Chef ', ' AKS ', ' SDLC ', ' DevOps ', ' Python ', ' PowerShell ']"
 Regular / Senior Data Scientist ,"[' AI ', ' Python ']"," Mid, Senior ","[' Python ', ' Machine Learning ', ' Data science ', ' Statistics ', ' scikit-learn ', ' pandas ', ' Matplotlib ', ' SciPy ', ' Scala ', ' MATLAB ', ' R ', ' Spark ', ' RDBMS ', ' Docker ', ' Kubernetes ', ' Azure ']"
 Python Developer z wiedz¹ life science  ,[' Backend ']," Mid, Senior ","[' Python ', ' Git ', ' Django ', ' React ', ' Angular ', ' Node.js ', ' REST API ', ' Linux ', ' Docker ', ' RDKit ', ' Cheminformatics ', ' Bioinformatics ']"
 Remote Senior Python Developer ,"[' Backend ', ' Python ']", Senior ,"[' Python ', ' Django ', ' SQL ', ' Git ', ' Linux ', ' Bash ', ' CI/CD ', ' Docker ', ' AWS ', ' JavaScript ', ' CSS ', ' HTML ', ' React ', ' PHP ']"
 DevOps Engineer ,"[' DevOps ', ' Python ']"," Mid, Senior ","[' Python ', ' Linux ', ' Kubernetes ', ' Helm ', ' Jenkins ', ' Bash ', ' Docker ', ' Google cloud platform ', ' Google BigQuery ', ' Sentry ', ' GitHub ', ' Apache Kafka ', ' Redis ', ' JavaScript ', ' TypeScript ']"
 Software Engineer (High Load) ,"[' Backend ', ' Java ']", Mid ,"[' Java ', ' Python ', ' JS ', ' DevOps ', ' SQL ', ' Kafka ', ' Kubernetes ', ' Docker ', ' Java/Scala ']"
 Remote Python QA Automation Engineer ,"[' Testing ', ' Python ']", Mid ,"[' Python ', ' SQL ', ' Git ', ' QA ', ' Selenium ', ' Cypress ', ' Linux ', ' Bash ', ' CI/CD ', ' JavaScript ', ' REST API ']"
 Cloud Automation Engineer ,"[' AI ', ' AWS ']"," Mid, Senior ","[' AWS ', ' Linux ', ' Docker ', ' Kubernetes ', ' Ansible ', ' Helm ', ' Bash ', ' Python ', ' Groovy ', ' Jenkins ', ' AI ', ' Prometheus ', ' Grafana ', ' Kibana ']"
 Software Engineer  ,"[' Backend ', ' C++ ']", Mid ,"[' C++ ', ' Python ', ' Docker ']"
 Cloud Engineer ,[' DevOps '], Mid ,"[' AWS ', ' CloudFormation ', ' SQL ', ' C# ', ' TypeScript ', ' Python ', ' JavaScript ', ' ELB ', ' DynamoDB ', ' SQS ', ' SNS ', ' SDLC ', ' CI/CD ', ' PowerShell ', ' Bash ', ' NoSQL ']"
 Data Scientist / Data Engineer ,"[' Big Data ', ' Python ']"," Senior, Expert ","[' Machine Learning ', ' Git ', ' Linux ', ' Python ', ' Golang ', ' SQL ']"
 DevOps Engineer ,[' DevOps '], Mid ,"[' TeamCity ', ' Git ', ' Python ', ' Bitbucket ', ' Jira ', ' Confluence ', ' JavaScript ', ' Linux ', ' AWS ', ' Docker ', ' K8s ']"
 Senior Machine Learning Engineer (NLP) ,"[' AI ', ' Python ']", Senior ,"[' NumPy ', ' pandas ', ' scikit-learn ', ' Keras ', ' TensorFlow ', ' PyTorch ', ' NLP ', ' spaCy ', ' Spark ', ' AWS ', ' Docker ']"
 C++ Developer ,"[' Backend ', ' C++ ']"," Trainee, Junior ","[' C++ ', ' Unix ', ' Sybase ', ' MySQL ', ' Python ']"
 Senior Cloud Engineer ,"[' DevOps ', ' Kubernetes ']"," Senior, Expert ","[' Kubernetes ', ' Terraform ', ' Python ', ' Docker ', ' AWS ', ' Azure ', ' AKS ', ' Jenkins ']"
 Mid Fullstack Developer (React + Python) ,"[' Fullstack ', ' React ']", Mid ,"[' React ', ' Python ', ' Django ', ' HTML ', ' CSS ', ' Cloudflare ', ' GCP ', ' Nginx ', ' Docker ', ' Kubernetes ', ' Prometheus ', ' Grafana ']"
 IT Developer ,"[' Big Data ', ' Hadoop ']", Mid ,"[' Hadoop ', ' Cloudera ', ' SQL ', ' Java ', ' Python ']"
 Backend Python Developer  ,"[' Backend ', ' Python ']", Mid ,"[' Python ', ' Linux ', ' Robotics ']"
 Senior Python Developer ,"[' Backend ', ' Python ']", Senior ,"[' Python ', ' Linux ', ' JavaScript ', ' Docker ', ' Perl ', ' CSS ', ' HTML ']"
 Machine Learning Engineer ,"[' Big Data ', ' Python ']", Mid ,"[' Python ', ' scikit-learn ', ' NumPy ', ' pandas ', ' PyTorch ', ' TensorFlow ', ' Keras ']"
 ML Developer Researcher ,"[' AI ', ' Python ']", Mid ,"[' Python ', ' AI ', ' Machine Learning ', ' PyTorch ', ' MLflow ', ' GitLab ', ' CI/CD ', ' MLOps ', ' Docker ', ' AWS ']"
 Azure Data Engineer  ,[' Business Intelligence ']," Mid, Senior ","[' Azure ', ' Azure Databricks ', ' Azure Data Factory ', ' Azure Synapse ', ' Azure Data Lake ', ' SQL ', ' Python ', ' Spark SQL ', ' NoSQL ', ' Data engineering ', ' Big Data ', ' Spark ', ' Kafka ', ' Hadoop ', ' Airflow ']"
 Sr. Technical Scrum Master ,[' Agile '], Senior ,"[' Kanban ', ' SDLC ', ' Confluence ', ' Jira ', ' Git ', ' GitHub ', ' Python ', ' JavaScript ', ' Java ', ' .NET ', ' C# ']"
 Remote Cloud Engineer with Python ,"[' Backend ', ' Python ']"," Mid, Senior ","[' Python ', ' AWS ', ' IaaC ']"
 Remote Python Data Developer ,"[' Big Data ', ' Python ']", Mid ,"[' Python ', ' SQL ', ' ETL ', ' Databricks ', ' AWS ']"
 Principal Data Engineer ,[' Business Intelligence ']," Senior, Expert ","[' Python ', ' SQL ', ' ETL ', ' RDBMS ', ' Git ', ' Azure ', ' Airflow ', ' Kubernetes ', ' Docker ', ' GCP ', ' AWS ']"
 Junior Full Stack Developer Remote ,"[' Fullstack ', ' Python ']", Junior ,"[' PHP ', ' javascript ', ' MySQL ', ' postgreSQL ', ' html ', ' css ', ' Git ', ' MariaDB ', ' .NET ', ' Python ']"
 Senior DevOps Engineer ,"[' DevOps ', ' AWS ']", Senior ,"[' AWS ', ' DevOps ', ' IaC ', ' Terraform ', ' CI/CD Pipelines ', ' Azure ', ' Docker ', ' Kubernetes ', ' Jenkins ', ' Ansible ', ' Bash ', ' Python ']"
 Senior Cloud Data Engineer ,"[' Big Data ', ' Python ']", Senior ,"[' Python ', ' SQL ', ' Git ', ' Google Cloud Platform ', ' BigQuery ', ' PUB ', ' Terraform ']"
 Medior/Senior Python Developer ,"[' Backend ', ' Python ']"," Mid, Senior ","[' Python ', ' REST ', ' Git ', ' SQL ', ' Django ', ' Celery ', ' Docker ', ' Redis ', ' Web technologies ']"
 Senior Software Engineer ( Python ) ,"[' Backend ', ' Python ']", Senior ,"[' Python ', ' Redis ', ' MySQL ', ' AWS ', ' GitHub ', ' RPC2 ']"
 DevOps GCP  ,"[' DevOps ', ' Python ']", Mid ,"[' Python ', ' Linux ', ' GCP ', ' Google Cloud Platform ', ' Docker ', ' Kubernetes ', ' Bash ', ' CI/CD ', ' DevOps ', ' Jenkins ', ' Git ', ' Azure ', ' AWS ']"
 QA Engineer ,"[' Testing ', ' Java ']"," Mid, Senior ","[' Python ', ' Selenium ', ' SQL ', ' Java ']"
 Data Scientist ,"[' AI ', ' Python ']", Mid ,"[' Python ', ' SQL ', ' Machine learning ', ' Git ', ' BigQuery ', ' GCP ', ' TensorFlow ', ' PyTorch ', ' Spark ']"
 Senior Data Engineer ,"[' Big Data ', ' Python ']"," Mid, Senior ","[' Python ', ' AWS ', ' MongoDB ', ' Snowflake ', ' Elasticsearch ']"
 Data Engineer ,"[' Big Data ', ' AWS ']"," Mid, Senior ","[' AWS ', ' Kafka ', ' Apache Spark ', ' AWS S3 ', ' PostgreSQL ', ' Druid ', ' Apache ZooKeeper ', ' Python ', ' Docker ', ' Kubernetes ', ' Prometheus ', ' Grafana ', ' CI/CD ']"
 Remote Senior Data Engineer II ,"[' Big Data ', ' Python ']", Senior ,"[' Python ', ' DevOps ', ' SQL ', ' Linux ', ' ETL ', ' Airflow ', ' AWS ', ' Glue ', ' AWS Lambda ', ' Docker ', ' Terraform ', ' Azure DevOps ', ' Pandas ', ' NumPy ', ' Matplotlib ', ' seaborn ', ' scikit-learn ']"
 Data Analyst with programming skills ,[' Business Analysis '], Mid ,"[' Python ', ' SQL ', ' Knowledge of algorithms ', ' Experience in the integration of data ', ' Knowledge of coding standards ', ' R ', ' Java ', ' C# ', ' MATLAB ']"
 Senior/Middle Python Developer ,"[' Backend ', ' AWS ']"," Mid, Senior ","[' Python ', ' AWS ', ' AWS Lambda ', ' SQLAlchemy ', ' PostgreSQL ']"
 Test Automation Engineer ,"[' Testing ', ' Python ']", Senior ,"[' Python ', ' REST API ', ' Robot Framework ', ' CI/CD ', ' Jenkins ', ' Git ', ' Bitbucket ']"
